NR_ZONA;NR_SECAO;DS_GENERO;DS_FAIXA_ETARIA;DS_GRAU_ESCOLARIDADE;DS_TIPO_DEFICIENCIA;;;;;;
411;320;FEMININO;70 a 74 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;196;MASCULINO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;248;FEMININO;25 a 29 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA VISUAL;;;;;;
412;285;FEMININO;35 a 39 anos                  ;ANALFABETO;OUTROS;;;;;;
282;215;MASCULINO;60 a 64 anos                  ;ANALFABETO;DEFICIENCIA VISUAL;;;;;;
282;215;MASCULINO;60 a 64 anos                  ;ANALFABETO;OUTROS;;;;;;
411;203;MASCULINO;40 a 44 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;191;FEMININO;30 a 34 anos                  ;ANALFABETO;OUTROS;;;;;;
412;194;FEMININO;35 a 39 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;164;MASCULINO;45 a 49 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
282;154;MASCULINO;21 a 24 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;219;FEMININO;70 a 74 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;255;MASCULINO;40 a 44 anos                  ;ANALFABETO;OUTROS;;;;;;
411;167;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;87;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;428;FEMININO;35 a 39 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
411;168;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;210;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;115;FEMININO;60 a 64 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;168;MASCULINO;35 a 39 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;202;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
282;120;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;524;FEMININO;60 a 64 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;364;MASCULINO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;164;FEMININO;40 a 44 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;1;FEMININO;40 a 44 anos                  ;LE E ESCREVE;OUTROS;;;;;;
282;43;MASCULINO;60 a 64 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;342;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;209;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;142;MASCULINO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;189;FEMININO;30 a 34 anos                  ;ANALFABETO;OUTROS;;;;;;
412;199;FEMININO;70 a 74 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;27;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;1;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;14;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA VISUAL;;;;;;
412;6;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;255;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;90;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;8;MASCULINO;45 a 49 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
127;626;MASCULINO;55 a 59 anos                  ;ANALFABETO;OUTROS;;;;;;
412;2;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;5;MASCULINO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;37;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
127;117;FEMININO;70 a 74 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;41;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;725;MASCULINO;35 a 39 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;81;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;199;FEMININO;35 a 39 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;540;MASCULINO;35 a 39 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;195;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;221;FEMININO;30 a 34 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;128;MASCULINO;70 a 74 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;214;MASCULINO;40 a 44 anos                  ;ANALFABETO;OUTROS;;;;;;
412;428;MASCULINO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;342;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;288;MASCULINO;45 a 49 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;5;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;3;FEMININO;80 a 84 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;280;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;527;MASCULINO;70 a 74 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;257;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;37;MASCULINO;75 a 79 anos                  ;ANALFABETO;DEFICENCIA AUDITIVA;;;;;;
127;26;MASCULINO;75 a 79 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;341;MASCULINO;65 a 69 anos                  ;ANALFABETO;DEFICIENCIA VISUAL;;;;;;
127;293;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;289;MASCULINO;45 a 49 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
412;210;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;190;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;6;FEMININO;65 a 69 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;196;MASCULINO;55 a 59 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA VISUAL;;;;;;
412;456;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;121;MASCULINO;30 a 34 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;127;MASCULINO;35 a 39 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;169;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;231;FEMININO;30 a 34 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;647;FEMININO;30 a 34 anos                  ;ANALFABETO;OUTROS;;;;;;
127;513;FEMININO;40 a 44 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;367;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
412;427;FEMININO;65 a 69 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;3;FEMININO;65 a 69 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;169;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;540;MASCULINO;65 a 69 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
282;171;MASCULINO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;102;MASCULINO;70 a 74 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;723;MASCULINO;25 a 29 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;234;FEMININO;60 a 64 anos                  ;ANALFABETO;DEFICIENCIA VISUAL;;;;;;
412;221;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;369;FEMININO;40 a 44 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;318;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;211;MASCULINO;30 a 34 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;35;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;102;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;190;FEMININO;60 a 64 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;196;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;182;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;1;MASCULINO;30 a 34 anos                  ;ANALFABETO;DEFICENCIA AUDITIVA;;;;;;
412;139;MASCULINO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;77;MASCULINO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;667;FEMININO;45 a 49 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;42;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
411;37;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;152;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;116;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;714;MASCULINO;65 a 69 anos                  ;SUPERIOR INCOMPLETO;OUTROS;;;;;;
412;400;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;511;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
282;37;MASCULINO;25 a 29 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;107;FEMININO;20 anos                       ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;40;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;206;MASCULINO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
127;533;FEMININO;75 a 79 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
411;320;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;195;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;318;MASCULINO;75 a 79 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;127;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;533;FEMININO;60 a 64 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;126;FEMININO;21 a 24 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
282;121;MASCULINO;25 a 29 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;170;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;197;MASCULINO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;233;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;237;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;94;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;169;MASCULINO;40 a 44 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;533;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;35;MASCULINO;35 a 39 anos                  ;ENSINO MEDIO COMPLETO;DEFICENCIA AUDITIVA;;;;;;
412;2;FEMININO;45 a 49 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;167;FEMININO;55 a 59 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;347;FEMININO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;219;FEMININO;40 a 44 anos                  ;ANALFABETO;OUTROS;;;;;;
412;212;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICENCIA AUDITIVA;;;;;;
282;155;FEMININO;45 a 49 anos                  ;ENSINO MEDIO INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
411;36;FEMININO;75 a 79 anos                  ;ANALFABETO;DEFICIENCIA VISUAL;;;;;;
411;167;FEMININO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;167;FEMININO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
282;60;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;454;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
127;440;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;319;MASCULINO;35 a 39 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;533;FEMININO;21 a 24 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
127;498;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;130;MASCULINO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;168;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
412;6;FEMININO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;6;MASCULINO;20 anos                       ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;42;FEMININO;25 a 29 anos                  ;ENSINO MEDIO COMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;94;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;153;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;196;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;142;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;725;FEMININO;55 a 59 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
127;524;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;382;MASCULINO;30 a 34 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
282;123;MASCULINO;85 a 89 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;533;MASCULINO;75 a 79 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
411;1;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
412;210;MASCULINO;45 a 49 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;165;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
282;244;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;221;MASCULINO;55 a 59 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
282;41;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;225;FEMININO;55 a 59 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;412;FEMININO;85 a 89 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;599;MASCULINO;50 a 54 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;195;FEMININO;80 a 84 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;62;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;62;MASCULINO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;76;FEMININO;75 a 79 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;353;MASCULINO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;319;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;281;FEMININO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;121;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;352;MASCULINO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
282;195;MASCULINO;50 a 54 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;6;MASCULINO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;196;FEMININO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;42;FEMININO;80 a 84 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
127;630;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;128;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;69;MASCULINO;60 a 64 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;169;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;164;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;189;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
411;170;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;210;MASCULINO;35 a 39 anos                  ;ANALFABETO;OUTROS;;;;;;
411;197;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;15;FEMININO;60 a 64 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;150;MASCULINO;80 a 84 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
127;157;FEMININO;50 a 54 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;274;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;280;FEMININO;70 a 74 anos                  ;ANALFABETO;OUTROS;;;;;;
282;215;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;271;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;196;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;209;MASCULINO;70 a 74 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;319;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;36;MASCULINO;45 a 49 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;47;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
127;1;MASCULINO;80 a 84 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;36;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;176;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
282;49;FEMININO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
127;678;FEMININO;60 a 64 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
127;534;MASCULINO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;169;MASCULINO;25 a 29 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
127;281;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;175;FEMININO;55 a 59 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
282;58;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
282;148;FEMININO;40 a 44 anos                  ;ANALFABETO;OUTROS;;;;;;
411;35;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;3;FEMININO;70 a 74 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;482;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;166;MASCULINO;45 a 49 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;209;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
412;210;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;4;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
411;169;MASCULINO;30 a 34 anos                  ;ENSINO MEDIO COMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;298;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;255;MASCULINO;75 a 79 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
412;264;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
